report_id,text,site,shift,contractor_flag,hazard_type_hint
89,"During the day shift in Maintenance Shop H, a company employee was working on the hydraulic pump assembly. While preparing to start the motor, he found that the lockout tag on the power switch was missing, and the isolation valve was not fully closed. The employee realized that the energy isolation had failed, so he immediately shut the motor down and called the supervisor, but a burst of hydraulic fluid sprayed onto his boots, causing a minor burn.",Maintenance Shop H,Day,False,energy_isolation_failure
90,"During the night shift at Rig 4, a company employee was working on the blow‑out preventer set‑up when the isolation valve failed to close properly. The valve stayed open, and a small burst of pressure pushed a section of the pipe outward, but the employee stopped it in time and quickly shut the main safety valve, preventing a major release. The incident highlights the risk of energy isolation failures on the rig.",Rig 4,Night,False,energy_isolation_failure
91,"During the day shift at Refinery B, a company employee was working on the crude distillation unit when the energy isolation valve failed to lock. The valve stayed open, allowing high pressure steam to surge through the pipe and nearly caused a rupture. Fortunately, the employee was wearing a safety barrier and stopped the flow with a manual shutoff, but the incident shows the isolation system was not functioning properly.",Refinery B,Day,False,energy_isolation_failure
92,"Night shift at Drilling Unit F, a company employee slipped on the wet edge of the hatch and fell onto the concrete floor. The fall was just enough to scrape his knees, but it exposed a gap in the guardrail that was supposed to be there. He was able to get up and call for a quick cleanup; no one else was in the area at the time.",Drilling Unit F,Night,False,fall_from_height
93,"During the day shift at Rig 4, a contractor was seen walking around the drilling pit without a hard hat and the required high-visibility vest. He was approaching the hydraulic pump area where a safety barrier had been removed for maintenance, and he nearly slipped on the loose bit of equipment that had fallen from the platform. The missing barrier and lack of PPE meant he could have been hit by the moving pump arm, but the crew stopped him in time.",Rig 4,Day,True,ppe_noncompliance
94,"During the day shift on Rig 4, a contractor was working on the rig floor when a step ladder he had set up collapsed because the locking mechanism had not been engaged. He fell about a meter down but landed on a nearby padded mat, breaking his arm. The incident was recorded as a near‑miss because the fall was caught by the guardrail that was properly installed.",Rig 4,Day,True,fall_from_height
95,"Night shift at Refinery B: a company employee was working on the crude distillation column. He forgot to lock out the control valve before performing a maintenance check, and the valve opened when the column was depressurized, releasing a surge of hot vapor that nearly sprayed him. The energy isolation failed and he was able to avoid injury, but the incident showed a serious lapse in lock‑out/tag‑out procedure.",Refinery B,Night,False,energy_isolation_failure
96,"At Loading Bay G on the night shift, a company employee was walking across the loading dock when a forklift driver, distracted by a phone call, almost hit him. The forklift's bumper grazed the worker’s shoulder, causing a small cut, but the employee managed to pull back before the vehicle could collide. The safety barrier that usually separates the walk lane from the forklift area was missing, which allowed the vehicle to get too close to the pedestrian path. The incident was quickly reported and the barrier was restored before the shift ended.",Loading Bay G,Night,False,vehicle_pedestrian_interaction
97,"Day shift at Pipeline Yard D, a contractor was walking near the loading dock without his hard hat and safety glasses. He stepped onto a spill of lubricating oil and slipped, almost losing his footing. Luckily, he was only slightly off balance and no one else was affected. The incident shows that the contractor’s lack of PPE was a direct risk to his safety.",Pipeline Yard D,Day,True,ppe_noncompliance
98,"At Storage Site E on the night shift, a company employee was walking across the loading dock when a truck pulled out of the staging area without looking. The driver didn't see the person until he was about a meter away, and the employee had to dive out of the way just in time. The guard rail that normally separates the walk‑area from the vehicle lane was missing, which allowed the driver to get that close.",Storage Site E,Night,False,vehicle_pedestrian_interaction
99,"During the night shift at Storage Site E, a company employee was working on a maintenance task when the lockout/tagout switch on the gas compressor line failed to stay engaged. The employee noticed a slight pressure rise and immediately started shutting down the unit, but the valve slipped and released a small burst of high‑pressure gas that knocked him off his feet. Thankfully, he only sustained a minor burn and was taken to the first aid tent.",Storage Site E,Night,False,energy_isolation_failure
100,"Day shift on Rig 4, a company employee was using the hydraulic jack to lift a heavy pipe segment. While the jack was operating, the safety guard that normally covers the moving arm fell off and was not replaced, leaving the operator exposed to a pinch point. The employee was able to stop the machine before the guard could hit them, but the incident highlighted a missing barrier that could have caused serious injury.",Rig 4,Day,False,equipment_machinery_hazard
101,"At Refinery B during the night shift, a contractor was attempting to enter a storage tank for inspection when he realized the entry hatch lock was jammed and could not be opened. He tried to force it and the lock cracked, causing a small crack in the hatch rim and a flash of sparks as the metal slipped. He pulled out quickly, but the cracked hatch left a gap that could have allowed fumes to escape, creating a potential inhalation hazard. The incident was stopped before anyone was injured.",Refinery B,Night,True,confined_space_entry
102,"Late night on the Pipeline Yard D, a contractor was tightening a coupler on a 16‑inch line when the pressure relief valve popped open, releasing a pungent gas cloud. He smelled the odor and immediately turned off the valve, but the fire suppression system hadn't been activated because the manual override panel was missing from that section of the yard. No one was hurt, but the contractor had to evacuate the area and the crew had to shut down the entire yard for a full leak check.",Pipeline Yard D,Night,True,fire_or_gas_leak_near_miss
103,"During the night shift at Storage Site E, a company employee was entering a vented silo to check a pressure gauge when the entry hatch latch failed to lock. The hatch fell open, exposing the worker to a sudden influx of hot vapor. He immediately backed out and called for an emergency release, but the incident highlighted the missing lock‑out tag on that hatch. The company is reviewing the hatch lock procedure.",Storage Site E,Night,False,confined_space_entry
104,"During the night shift at Storage Site E, a company employee was attempting to close the isolation valve on the 120‑bar storage tank. The lock‑out tag was missing and the valve failed to fully shut, allowing a small burst of pressurized gas to escape. The employee smelled the gas and quickly moved to a safer distance, but the lack of proper isolation caused a brief, uncontrolled release that could have been much worse if the tank had been fully pressurized.",Storage Site E,Night,False,energy_isolation_failure
105,"During the night shift on Rig 4, a company employee slipped on a wet patch near the feed inlet after a spill. He caught himself and avoided a fall, but the wet area was not marked and the spill containment barrier was missing. The employee warned the crew to clean up and put a spill kit in place.",Rig 4,Night,False,slip_trip_hazard
106,"During the night shift at Drilling Unit F, a company employee was working on the rig platform when a small piece of the safety rail slipped off the side. He nearly fell when he stepped over the gap, but was able to catch himself on a nearby pipe just before losing balance. The incident highlights the need to check the integrity of fall protection systems before starting work.",Drilling Unit F,Night,False,fall_from_height
107,"During the night shift on Rig 4, a contractor was moving a load of drilling mud without his hard hat or safety harness. The load slipped and slid toward the rig’s edge, but he caught it just in time. The incident highlighted how missing PPE can quickly turn a routine task into a serious risk.",Rig 4,Night,True,ppe_noncompliance
108,"At Drilling Unit F on the day shift, a company employee noticed a faint odor of gas while inspecting the blowout preventer line. The employee quickly shut the valve, but the pressure relief valve didn't actuate as expected, creating a small burst of flame that was immediately snuffed out with a portable fire extinguisher. No one was injured, but the incident exposed a missing seal on the valve flange that needs to be replaced before the next shift.",Drilling Unit F,Day,False,fire_or_gas_leak_near_miss
109,"Late night at Pipeline Yard D, a contractor was walking across a wet patch left by a recent leak. The contractor slipped, twisted his ankle, and almost dropped a container of crude oil, but the container was secured and didn't spill. The spill pad was missing from that corner, so the hazard wasn't flagged until after the incident.",Pipeline Yard D,Night,True,slip_trip_hazard
110,"At Loading Bay G during the night shift, a company employee was working on the fuel transfer line when the lockout tag on the main power valve was not properly engaged. The valve accidentally opened, sending a burst of hot hydraulic fluid across the bay, but the employee was able to grab the emergency cut‑off switch in time and shut it off before anyone got burned. The incident highlighted a lapse in the energy isolation procedure and a missing safety barrier on the valve cover.",Loading Bay G,Night,False,energy_isolation_failure
111,"At the Maintenance Shop H on the day shift, a contractor was working on the feed line when he tried to start the pump without proper lock‑out. He reached for the isolation valve but it was stuck in the “open” position, so when he pulled it to close, it slipped back to open and the line sprang back. The contractor’s hand hit the sudden flow of gas and he had to quickly withdraw, but a small spray of high‑pressure gas hit his face. The incident was a near‑miss because the contractor didn’t sustain an injury, but the failure to lock out the energy source was a clear hazard.",Maintenance Shop H,Day,True,energy_isolation_failure
112,"During the night shift on Rig 4, a company employee was checking the isolation valves on the wellhead when the lock‑out tag slipped off, and the valve did not stay closed. The well started to flow a bit, so the employee had to quickly shut the valve manually, but the valve jammed and a small burst of pressure released into the pipe line, scalding a nearby hose line. No one was injured, but the incident shows the isolation procedure was not followed correctly and the safety barrier failed.",Rig 4,Night,False,energy_isolation_failure
113,"At Terminal C during the day shift, a company employee slipped on a wet patch left by a spill that wasn’t cleaned up. The floor was slick, but the employee caught themselves before falling and avoided injury, though they slipped again as they tried to recover. The incident highlighted a missed cleanup and the need for better signage around the spill area.",Terminal C,Day,False,slip_trip_hazard
114,"At Refinery B on the night shift, a contractor was working on the valve maintenance rig when the guard on the hydraulic press fell off. He almost got his hand caught in the opening, but a quick reaction stopped it. The guard was missing its lock‑in, so the equipment could have caused a serious injury.",Refinery B,Night,True,equipment_machinery_hazard
115,"At Terminal C during the day shift, a company employee entered a venting tank that was still in a partial‑fill state. The ventilation system was off, so the air had no fresh supply and the worker felt a sudden, faint tingling in his chest when the pressure dropped. He immediately pulled out, used a portable oxygen tank, and exited the tank with no injuries, but the incident shows the ventilation lockout/tag‑out procedure was not followed.",Terminal C,Day,False,confined_space_entry
116,"During the night shift at Terminal C, a company employee noticed a faint hissing sound near the storage tanks. The smell of gasoline grew stronger, and a small spark was seen from the leaking pipe, but the fire suppression system kicked in before anything ignited. The employee quickly sealed the pipe with a temporary clamp, and the incident was logged as a near‑miss.",Terminal C,Night,False,fire_or_gas_leak_near_miss
117,"On the day shift at Rig 4, a contractor was climbing the ladder to replace a valve when he slipped on a wet rung and almost fell to the rig floor. He caught himself with a nearby handrail, but the handrail was only half the height it should be, so he barely avoided a serious fall. The incident shows that the ladder safety guard was not properly installed.",Rig 4,Day,True,fall_from_height
118,"During the night shift at Refinery B, a company employee entered a venting line that had not been properly sealed. The ventilation fan was still on, so when the worker pulled the cover off, a burst of hot air rushed in and the employee was knocked over, breaking a wrench on his hand. The incident was quickly stopped but the employee had to get medical attention for a sprained wrist.",Refinery B,Night,False,confined_space_entry
119,"During the night shift at Drilling Unit F, a company employee was seen walking through the rig bay without a hard hat and safety harness. The worker was moving a hydraulic jack near the main wellhead, and the lack of PPE could have led to a serious head injury if a falling object had hit them. The incident was reported immediately, and the employee was reminded to wear the required gear before continuing work.",Drilling Unit F,Night,False,ppe_noncompliance
120,"During the day shift in Pipeline Yard D, a company employee slipped on a slick patch near the scaffold edge while moving a pallet. He nearly fell over the 15‑foot guardrail, but the railing held, and he was able to regain footing. No injuries, but the incident highlights the risk of footing near elevated platforms.",Pipeline Yard D,Day,False,fall_from_height
121,"Night shift at Terminal C, a company employee was checking the storage tanks when a small flame flickered under the metal cover of a gas line. The employee immediately shut the valve and called for a gas detector sweep, but the fire barrier that should have covered the opening was missing, so the flame spread a bit before the fire extinguisher was used. No one was injured and the leak was contained, but the incident shows the barrier was not in place.",Terminal C,Night,False,fire_or_gas_leak_near_miss
122,"During the day shift at Refinery B, a contractor was performing maintenance on the 200‑bar pressure vessel when the isolation valve failed to lock open. The valve slipped back into the closed position, and the contractor was suddenly exposed to the pressurized line. He managed to grab the valve handle in time, but the incident highlighted a clear failure in the energy isolation procedure and the lack of a secondary lockout tag.",Refinery B,Day,True,energy_isolation_failure
123,"Night shift at Storage Site E, a company employee was walking across the loading dock when a small pallet of cracked crates slipped from an unsecured stack and rolled onto the floor. The employee brushed past it without tripping, but it was a close call that highlighted the lack of proper pallet securing and spill containment in that area.",Storage Site E,Night,False,slip_trip_hazard
124,"During the night shift at Refinery B, a contractor was trying to enter a maintenance pit for a valve replacement. He was using the ladder provided, but the ladder was already down and a temporary guard rail had been removed for a different job. While climbing, the contractor slipped and nearly fell into the pit, but was caught by a safety net that was still in place. The incident was stopped before any serious injury occurred, but the guard rail should have been restored immediately.",Refinery B,Night,True,confined_space_entry
125,"During the day shift at Refinery B, a company employee was walking through the piping corridor without a hard hat. A section of the pipe was leaking a small amount of hot vapor, and the employee's bare head would have taken a severe burn if the leak had become larger, but the leak stopped quickly and he was able to step aside in time. The incident shows that the employee was not wearing the required PPE, which could have caused a serious injury if the leak had worsened.",Refinery B,Day,False,ppe_noncompliance
126,"During the day shift in Pipeline Yard D, a contractor was welding on the east section of the pipe line. He was not wearing the required hard hat or the safety glasses that the yard’s PPE checklist mandates. When he struck the metal pipe, the heat caused a small splatter, and a piece of hot metal landed on his bare arm. The worker quickly pulled his arm back, and the fire was doused by the nearby water spray. No injuries were reported, but the incident highlighted a clear lapse in PPE compliance.",Pipeline Yard D,Day,True,ppe_noncompliance
127,"Night shift at Refinery B: I was walking along the loading dock when a service truck rolled into the pedestrian zone because the speed limiter was off and the barrier gate was jammed. The driver nearly hit me, but I was able to step aside in time. The incident shows a clear gap in vehicle-pedestrian safety, and the barrier failure needs immediate inspection.",Refinery B,Night,False,vehicle_pedestrian_interaction
128,"During the night shift at Storage Site E, a company employee slipped on a wet patch of oil left from a recent leak. The employee nearly fell into a shallow pit that had no barrier around it. The fall could have caused a serious injury, but the employee only got up and walked away without any damage.",Storage Site E,Night,False,slip_trip_hazard
129,"During the night shift at Pipeline Yard D, a company employee was walking across a spill containment area that had been marked only with a small chalk line. He was not wearing his required high‑visibility vest or safety boots. The employee slipped on a slick patch of crude oil, nearly falling into the spill, and his left glove came off, exposing his hand to the chemical. The incident was reported as a near‑miss and prompted an immediate stop‑work order for that section of the yard.",Pipeline Yard D,Night,False,ppe_noncompliance
130,"At Rig 4 on the day shift a contractor was tightening the clamp on the high‑pressure line, but the isolation valve was stuck open. When he released the line, a burst of pressure pushed the pipe’s support out of place, causing a small splatter of hydraulic fluid onto the floor. The contractor grabbed a wet rag and moved away, but the spill could have ignited if a spark had been present. The incident was reported immediately, and the valve was inspected for mechanical failure.",Rig 4,Day,True,energy_isolation_failure
131,"During the day shift at Terminal C, a contractor was welding on the outer wall of the storage tank. He didn't wear his safety goggles or hearing protection, and his workbench was set up too close to the spill containment barrier. The welding sparks landed on the barrier, creating a small fire that was quickly doused, but the contractor’s lack of PPE left him exposed to heat and fumes.",Terminal C,Day,True,ppe_noncompliance
132,"During the day shift at Refinery B, a company employee was working on the top of the storage tank stack when the handrail she was holding slipped. She almost fell to the platform below, but the fall was caught by a nearby safety net that was already in place. The net was damaged from the impact, so she had to wait for a replacement before continuing her work.",Refinery B,Day,False,fall_from_height
133,"At Rig 4 during the day shift a company employee slipped on a wet patch of floor left after the last cleaning. The spill was right next to the pipe support area and there was no signage warning of the slick. The worker stumbled, caught on the edge of a metal guardrail, and almost lost balance, but was able to regain footing without injury.",Rig 4,Day,False,slip_trip_hazard
134,"At Storage Site E during the day shift, a contractor was moving a pallet of solvent drums when a faulty pipe started leaking a light, flammable gas. The contractor noticed the odor and immediately moved to a safe spot, but the hose was not secured, so a small flame from a nearby welding torch sparked a brief puff that was quickly extinguished by a fire extinguisher. The contractor reported the incident, and the area was isolated while the leak was fixed and the hose replaced.",Storage Site E,Day,True,fire_or_gas_leak_near_miss
135,"During the night shift at Storage Site E, a company employee slipped on a slick patch of oil that had leaked from a cracked pipe near the loading bay. The employee caught themselves before falling, but the spill was spreading over a marked walk‑way, creating a trip hazard for others. The spill was quickly isolated and cleaned up, and a temporary flag was placed to warn the crew.",Storage Site E,Night,False,slip_trip_hazard
136,"Night shift at Refinery B: A company employee was entering a storage tank through a manhole. The air‑quality monitor detected a drop in oxygen levels to 17% as he descended, but the alarm didn’t trigger because the sensor was not properly connected. The worker had to stop, don a self‑contained breathing apparatus, and recheck the readings before continuing.",Refinery B,Night,False,confined_space_entry
137,"At Rig 4 during the night shift, a company employee entered the casing head hatch without the required air‑monitoring checks. The hatch seal had been loose for weeks and was not replaced, so a small amount of stale air rushed in when the employee opened it. He felt a sudden pressure change but managed to exit safely before any gas reached dangerous levels. The incident highlighted the missing safety barrier and the need for immediate seal replacement.",Rig 4,Night,False,confined_space_entry
138,"During the night shift at Terminal C, a company employee was walking toward the loading dock when a forklift suddenly accelerated out of its bay and collided with the pedestrian walkway. The employee was knocked over, suffered a minor shoulder injury, and had to be assisted off the floor. The incident highlighted that the safety barrier between the forklift storage area and the pedestrian path was either missing or had been removed for maintenance, creating a clear vehicle-pedestrian interaction hazard.",Terminal C,Night,False,vehicle_pedestrian_interaction
139,"During the day shift at Storage Site E, a contractor was working near the loading bay without wearing the required high‑visibility vest and safety boots. He slipped on a wet patch and almost fell onto the conveyor belt, but was stopped by the guard rail. The incident highlighted the contractor's PPE noncompliance and the need for stricter enforcement before work begins.",Storage Site E,Day,True,ppe_noncompliance
140,"During the day shift at Refinery B, a company employee was walking down the service lane when a maintenance truck, moving slowly, swerved to avoid a fallen pipe. The employee had to duck to avoid the wheel, and the truck’s side mirror hit the guard rail, sending a small pile of gravel into the pedestrian zone. Luckily, no one was injured, but the incident highlighted that the barrier was not tall enough for vehicle impact.",Refinery B,Day,False,vehicle_pedestrian_interaction
141,"During the night shift at Pipeline Yard D a contractor was working on a segment of the main line when the isolation valve failed to close properly. The pressure relief system kicked in, but a burst pipe caused a spray of hot oil that almost hit the worker’s jacket. Luckily the contractor was wearing the proper PPE and stepped out of the way, but the incident shows the isolation system didn’t lock out as it should have.",Pipeline Yard D,Night,True,energy_isolation_failure
142,"At Loading Bay G on the night shift, a company employee slipped on a puddle of water that had leaked from a damaged pipe. The employee didn’t fall, but he almost lost his footing while reaching for a crate. The spill was immediately cleaned up and a warning sign was put up to prevent future slips.",Loading Bay G,Night,False,slip_trip_hazard
143,"During the day shift at Terminal C, a company employee was working on the tank farm when the isolation valve on the 12‑bar line failed to lock. The valve opened slightly, sending a burst of high‑pressure gas that knocked the worker to the floor. He was able to recover and the gas was vented, but the incident shows a clear isolation failure that could have caused a serious release.",Terminal C,Day,False,energy_isolation_failure
144,"During the day shift at Rig 4, a company employee entered a small venting shaft to replace a faulty seal. The employee didn’t secure the proper breathing apparatus, and when the shaft was opened the pressure dropped quickly, causing a sudden rush of cold air that knocked him off balance. He caught himself on the ladder, but the sudden airflow had forced a loose pipe segment to shift, exposing exposed wiring. The incident was a near-miss; the employee was not injured, but the shaft lacked a proper safety barrier, which made the situation hazardous.",Rig 4,Day,False,confined_space_entry
145,"Night shift at Refinery B, a company employee tripped over a loose pipe clamp that had fallen on the conveyor belt line. He nearly fell into the machinery, but caught himself on a nearby support bracket and avoided injury. The clamp had not been resecured after maintenance, creating a slip/trip hazard that could have caused a serious incident.",Refinery B,Night,False,slip_trip_hazard
146,"Night shift at Refinery B: a contractor was hanging on a ladder to replace a filter on the 8‑foot high vent stack. He lost his footing, slipped and nearly fell. The fall was stopped by the guardrail that was still in place, but the ladder was damaged and a piece of the rung broke off, leaving a gap that could have let someone else fall if they'd been below.",Refinery B,Night,True,fall_from_height
147,"On the night shift at Rig 4, a company employee slipped on a wet spot near the haul truck loading area. The spill had been left uncovered after a minor leak from a valve line, and there was no wet‑surface warning sign in place. The employee only lost balance and stumbled, but the fall could have been serious if the hydraulic pump were running.",Rig 4,Night,False,slip_trip_hazard
148,"During the day shift at Rig 4, a company employee was seen walking through the hot‑work area without a face shield. He had been wearing his standard jacket and gloves, but the visor had been removed because it was deemed inconvenient. The lack of eye protection exposed him to a spray of molten metal that splashed onto his face, causing a minor burn and forcing him to stop work for medical treatment.",Rig 4,Day,False,ppe_noncompliance
149,"At Maintenance Shop H on the night shift, a company employee was working on a hydraulic press when the safety interlock on the machine failed to engage. The operator was forced to stop the press manually, but the emergency stop button was not within reach, so the machine continued running for a few seconds before the operator pulled the fire alarm. He narrowly avoided a serious injury when the moving part almost caught his hand.",Maintenance Shop H,Night,False,equipment_machinery_hazard
150,"During the day shift on Rig 4, a contractor was seen walking across the work area without wearing a hard hat or high‑visibility vest. He stepped over a temporary safety barrier that was already in place for the day, but the barrier was not secured and collapsed onto his foot, causing a small cut. The incident was reported immediately, and the contractor received a safety briefing before resuming work.",Rig 4,Day,True,ppe_noncompliance
