report_id,text,site,activity,shift,report_date,is_contractor,source
85,"During the day shift at Storage Site E, a contractor was operating a forklift to move barrels when the rear guard rail collapsed. The forklift’s rear bumper clipped the guard rail, sending the load slightly off balance. The contractor immediately stopped the machine and reported the incident; no one was injured, but the guard rail had to be repaired before resuming operations.",Storage Site E,Maintenance,Day,2026-03-11,True,synthetic
86,"During the night shift at Terminal C, a company employee was attempting to enter a storage tank that was supposed to be sealed. He slipped on a wet patch, nearly fell into the tank, but a quick grab from a co‑worker kept him upright. The tank was not properly depressurized before entry, so the employee had to retreat and report the missing pressure gauge.",Terminal C,Maintenance,Night,2026-06-07,False,synthetic
87,"During the night shift at Storage Site E, a company employee was working on the loading dock when a forklift’s hydraulic cylinder seized, causing the pallet jack to tilt and almost roll into the safety gate. The employee quickly grabbed the pallet jack to stabilize it, but the hydraulic valve failed to engage properly, which left the machinery in an unsafe position for the rest of the shift. Thankfully no one was injured, but the incident highlighted that the hydraulic safety cut‑off was not functioning and the gate was only partially secured.",Storage Site E,Drilling Operations,Night,2026-07-14,False,synthetic
88,"During the day shift at Refinery B, a company employee was walking across the yard when a maintenance truck drove through the pedestrian crossing zone. The driver didn’t see the employee and swerved, nearly scraping her shin and causing her to stumble. Fortunately, the employee only suffered a minor bruise and there was no injury.",Refinery B,Logistics,Day,2026-06-15,False,synthetic
89,"At Terminal C during the day shift, a company employee entered a maintenance hatch that had no proper lockout/tagout in place. He found the hatch unlocked, slipped inside, and immediately felt a sudden drop in oxygen levels. He had to exit quickly by climbing back out, but the hatch’s guard rail had snapped, so he almost slipped and cut his arm on the metal edge. No one was injured, but the incident shows how critical it is to secure all confined spaces before entry.",Terminal C,Maintenance,Day,2026-06-21,False,synthetic
90,"During the day shift at Refinery B, a company employee was working on the roof of the distillation column when the handrail that was supposed to support them gave way. The worker lost balance and fell about three feet onto the concrete floor, scraping his elbow and bruising his wrist. Luckily, the fall didn't hit any heavy equipment, and he was able to get up and report the broken rail, but the incident shows the handrail was either poorly maintained or not replaced after last inspection.",Refinery B,Housekeeping,Day,2026-07-25,False,synthetic
91,"At Rig 4 during the day shift, a contractor was working on the hydraulic system when the isolation valve failed to close. The valve remained open, and a sudden surge of pressure forced fluid into the pipework, causing a burst that sent high‑temperature fluid scalding the contractor’s sleeve. Luckily, the contractor only suffered second‑degree burns and was evacuated for treatment, but the incident showed that the isolation system was not functioning as it should.",Rig 4,Maintenance,Day,2026-08-06,True,synthetic
92,"While walking from the rig house to the drill rig on Rig 4 during the day shift, a company employee slipped on a wet patch left by the de-icing spray that had been used earlier. The employee caught himself on the rig wall just before falling, but the splash had left a small area of slick floor, indicating the de-icing area was not properly cordoned off. No one was injured, but the incident highlighted a potential slip/trip hazard that needs immediate attention.",Rig 4,Housekeeping,Day,2026-04-25,False,synthetic
93,"During the night shift on Rig 4, a company employee noticed a faint orange glow near the gas line access panel. He pulled the flame arrestor aside to inspect a potential leak, but the panel was missing its safety latch, exposing the valve. The employee quickly sealed the valve and called for a safety review before the gas could ignite, preventing a fire near miss.",Rig 4,Hot Work,Night,2026-07-08,False,synthetic
94,"Night shift at Storage Site E, a company employee was walking near the loading dock when a delivery truck entered the pedestrian lane. The driver ran the stop sign and nearly collided with the employee, who stepped back just in time. The incident highlighted the lack of a clear traffic separation barrier in that area.",Storage Site E,Logistics,Night,2026-06-13,False,synthetic
95,"During the day shift at Refinery B, a company employee was working on the flare stack when a sudden gas leak was detected near the piping. The employee noticed a faint odor of methane and immediately shut the valve, but the leak had already produced a small, unburned puff of flame that flashed briefly before going out. No one was injured, but the incident highlighted that the gas detection alarm in that area had been offline for a week, so we flagged it for immediate maintenance.",Refinery B,Hot Work,Day,2026-06-25,False,synthetic
96,"At the Pipeline Yard D during the day shift, a contractor was walking down the access lane without his hard hat or high‑visibility vest. When he passed the gas line inspection point, a loose pipe cap fell and landed on the ground. The contractor quickly ducked to avoid injury, but the lack of PPE meant he could not see the falling debris and almost got hit. The incident was logged as a near miss.",Pipeline Yard D,Drilling Operations,Day,2026-08-06,True,synthetic
97,"During the day shift at Refinery B, a company employee was walking near the storage tank area when they noticed a faint hiss of gas. They immediately shut off the valve, but the safety barrier was partially missing, so a small burst of vapor drifted towards the exit corridor, making it a close call. The employee reported the incident, and the gas was vented safely, but the barrier issue was logged for repair.",Refinery B,Hot Work,Day,2026-07-01,False,synthetic
98,"During the night shift at Refinery B, a company employee was checking the pressure gauges on the upstream gas line when a sudden sharp hiss of gas was noticed. The employee quickly moved back but the leak was already reaching the fire suppression system, which had been disabled for maintenance. The employee shut the main valve, stopping the flow, but a small spark from the valve handle ignited a faint flame, which was quickly snuffed out by the sprinkler system before it could spread. The incident was flagged as a near‑miss; the fire barrier was found to be partially obstructed by a storage container, which should be removed immediately.",Refinery B,Maintenance,Night,2026-07-11,False,synthetic
99,"During the night shift at Pipeline Yard D, a company employee entered a sealed inspection pit to check a weld joint. While inside, the ventilation fan failed to start, and the worker began feeling dizziness. The employee immediately exited, but the pit had no backup airflow system, so the air quality quickly deteriorated. No injuries occurred, but the incident highlighted that the safety barrier – the automatic fan system – was missing.",Pipeline Yard D,Maintenance,Night,2026-08-01,False,synthetic
100,"At Storage Site E on the day shift a contractor was attempting to close the isolation valve on a 300 psi gas line when the valve failed to lock and slipped open. The contractor didn’t notice the opening until a small burst of gas sprayed onto the work area, knocking him down. Luckily the gas escaped into a vent, so only a brief, localized pressure spike and a minor burn were reported. The incident was flagged as an energy isolation failure that required an immediate lock‑out procedure.",Storage Site E,Hot Work,Day,2026-07-10,True,synthetic
101,"At Terminal C on the day shift, a company employee was walking through the loading bay when he failed to wear a safety helmet and eye protection. While checking the tank feed line, he slipped on a wet patch and nearly hit a valve, but the valve was still in the off position, so there was no release of gas. The incident was recorded as a near‑miss because the missing PPE almost caused an eye injury.",Terminal C,Housekeeping,Day,2026-06-19,False,synthetic
102,"During the night shift at Refinery B, I was performing a routine inspection in the vent stack. While entering the confined space, the hatch latch jammed and I couldn’t close it securely. I had to pull it back out to keep my breathing mask on, so the space was open for a few minutes and the ventilation fan cycled on and off. It was a close call – a quick exit would have let me lose my mask and inhale the stack gases.",Refinery B,Confined Space Entry,Night,2026-08-22,False,synthetic
103,"During the day shift at Refinery B, a company employee was working on the control panel for the main reactor isolation valves. The lockout tag on the energy isolation system was missing, so the valve was accidentally opened while the reactor was still under pressure. The employee only noticed the mistake when a pressure gauge began spiking, but the sudden pressure surge caused a minor leak that was quickly contained. The incident was logged as a near‑miss, but the lack of proper isolation equipment made the situation dangerous.",Refinery B,Hot Work,Day,2026-07-31,False,synthetic
104,"During the day shift at Storage Site E, a company employee was seen walking around the fuel storage tank area without wearing the required safety gloves. He was only wearing a light jacket and had his phone in his pocket, which is against the PPE policy for that zone. The employee was about a foot away from a leaking hose line when his unprotected hand brushed the metal valve, causing a small splash of fuel that splattered onto his sleeve. The incident was quickly contained, but it highlighted a clear lapse in PPE compliance and a potential for a larger spill.",Storage Site E,Hot Work,Day,2026-08-22,False,synthetic
105,"At Drilling Unit F on the day shift, a contractor was lowering a tool ladder from the platform when the guard rail at the top edge failed to hold. The ladder slipped, and the contractor nearly fell into the wellhead area; the fall was stopped by a nearby safety net but the contractor landed on his knee and had a minor sprain. The guard rail was found to be loose and had to be reinstalled before work could resume.",Drilling Unit F,Housekeeping,Day,2026-08-14,True,synthetic
106,"During the night shift at Terminal C, a company employee was checking a valve when a sudden gas leak alarm sounded. The employee noticed a faint odor of gas and immediately shut off the valve, but the smell spread across the bay. He had to pull back before the pressure built up, so no fire broke out, but the safety barrier on the valve had been removed for maintenance and wasn’t replaced in time.",Terminal C,Hot Work,Night,2026-05-01,False,synthetic
107,"At Terminal C during the day shift, a company employee was walking through the storage aisle and failed to wear his hard hat. He accidentally brushed against a stack of cracked piping, and the loose pipe slid onto the floor, causing a small spill. The employee slipped on the liquid but managed to get back up without injury. However, the missing helmet and the exposed pipe pose a serious risk to others.",Terminal C,Confined Space Entry,Day,2026-05-07,False,synthetic
108,"During the night shift on Rig 4, a company employee was seen walking through the rig floor without a safety vest or hard hat. He was just about to step onto a wet area near the spill containment barrier when the barrier, which had been removed for maintenance, was not in place. He slipped a few inches, nearly falling onto the pipework, but the fall was stopped by a nearby safety rope. The incident was logged as a near‑miss because the employee was able to regain footing before any damage occurred.",Rig 4,Logistics,Night,2026-05-21,False,synthetic
109,"During the day shift on Rig 4 a contractor was working on the access ladder when he ignored the mandatory helmet requirement and walked around without a hard hat. He nearly fell off the ladder when a loose bolt on the handrail slipped, but the fall was averted because the guardrail was still in place. The incident was logged as a near-miss.",Rig 4,Confined Space Entry,Day,2026-06-21,True,synthetic
110,"During the day shift at Refinery B, a contractor was walking along the perimeter of the maintenance yard when a delivery truck accelerated to pass the lane and brushed the contractor’s shoulder. The truck’s brakes had just been serviced, but the operator was distracted by a phone call, so he didn’t slow down until it was too late. The contractor didn’t lose his footing, but he was startled and stepped into a nearby storage area, narrowly avoiding a stack of pallets that had not been properly secured.",Refinery B,Logistics,Day,2026-05-17,True,synthetic
111,"At Drilling Unit F during the day shift, a contractor was entering a wellhead hatch that had no proper entry lock. He slipped on the wet metal surface and almost fell into the confined space. The hatch was found to be missing its safety barrier, so the contractor had to back out quickly before any serious injury occurred.",Drilling Unit F,Confined Space Entry,Day,2026-04-27,True,synthetic
112,"During the day shift at Pipeline Yard D, a contractor was walking across the loading dock when a discarded oil container fell into a shallow trench that had no guardrail. The contractor nearly slipped and caught himself on the edge, but the container rolled over and damaged a nearby pipe. The incident was a near‑miss but caused a small leak that required immediate containment.",Pipeline Yard D,Housekeeping,Day,2026-03-31,True,synthetic
113,"During the day shift at Refinery B, a company employee entered a vent stack for maintenance but the access hatch was stuck and did not seal properly. While inside, the hatch slid off, dropping the worker about two feet onto the steel floor, but he was able to recover quickly and report the incident. The missing latch on the hatch created an immediate confined space hazard that could have trapped him if the hatch had fully collapsed.",Refinery B,Confined Space Entry,Day,2026-06-12,False,synthetic
114,"Night shift at Terminal C: a contractor was operating the loading crane when the boom slipped off the designated track and hit the nearby storage tank. The crane’s safety bar was missing, so the load tipped over and spilled a small amount of fuel onto the floor, creating a fire risk that was quickly extinguished by the crew. The contractor was shaken but unharmed; we inspected the crane and installed a new safety bar before the next shift.",Terminal C,Maintenance,Night,2026-08-30,True,synthetic
115,"During the day shift at Refinery B, a company employee was walking on the walk‑way when a maintenance truck drove too close and almost hit him. The employee had to jump out of the way, but the truck’s bumper struck the rail that should have been a safety barrier, showing the barrier was missing or ineffective. The incident was a near‑miss; the employee was only slightly bruised.",Refinery B,Logistics,Day,2026-07-12,False,synthetic
116,"During the night shift at Rig 4, a company employee was walking along the service road when a delivery truck entered the area without stopping. The driver didn’t see the worker, and the vehicle clipped the employee’s side of a portable storage box, but the employee was only shaken and didn’t lose balance. The incident happened because the safety barrier that normally separates the road from the pedestrian path was missing that morning.",Rig 4,Vehicle Operations,Night,2026-07-20,False,synthetic
117,"During the night shift on Rig 4, a company employee was attempting to lock out the hydraulic pump when the isolation valve slipped open. The valve handle stayed in the “on” position and the hydraulic pressure began to rise, but the employee noticed the pressure gauge spiking and quickly shut the system off, preventing any actual damage. The incident highlighted a failure in the energy isolation procedure and a missing safety interlock on the valve.",Rig 4,Maintenance,Night,2026-03-13,False,synthetic
118,"During the night shift in Pipeline Yard D, a company employee was working on the 12‑inch line when he noticed a faint odor of propane. He stopped the line and checked the pressure gauge, but the leak detector alarm didn’t sound because the sensor was still offline. The employee capped the pipe with a hand‑tied clamp, but the clamp loosened when he moved it, and the gas escaped, briefly lighting a spark from a nearby welding torch that almost ignited the spill. He quickly pulled the torch away, and a small puff of flame was contained before the fire broke out.",Pipeline Yard D,Hot Work,Night,2026-08-08,False,synthetic
119,"During the day shift at Terminal C, a company employee was walking through the loading bay without wearing a high‑visibility vest and a hard hat, even though the area was flagged for PPE requirements. The employee was nearly struck by a forklift that passed close to the loading line, and the lack of protective gear almost resulted in a serious injury. Fortunately, the forklift operator saw the employee and stopped in time, but the incident highlighted a clear PPE noncompliance issue that needs immediate attention.",Terminal C,Lifting,Day,2026-04-02,False,synthetic
120,"Night shift at Rig 4, a contractor was attempting to enter a vent shaft to replace a damaged pipe. He didn’t use the required air‑monitoring device before opening the hatch, and a sudden surge of gas was detected when he stepped inside. The contractor immediately stopped and called for a safe‑air check, but the hatch seal was loose and the door didn’t latch properly, allowing a small leak of hydrocarbon vapor to escape into the confined space. The incident was contained with no injuries, but it highlighted that the safety barrier on the hatch was missing and needed to be repaired before the next entry.",Rig 4,Confined Space Entry,Night,2026-06-26,True,synthetic
121,"During the day shift at Refinery B, a contractor was working on a maintenance task when the hydraulic lift arm slipped out of the guard rail. He nearly got caught between the arm and the steel frame, but the guard rail caught his sleeve and he avoided serious injury. The incident highlights that the guard rail was not properly secured to the lift frame, creating a machinery hazard for anyone in the area.",Refinery B,Maintenance,Day,2026-05-13,True,synthetic
122,"During the night shift at Refinery B, a contractor was entering a maintenance hatch that had not been properly sealed. He slipped on a wet patch and dropped a tool inside the hatch, creating a potential fire hazard. The hatch's safety lock was missing, so the contractor’s entry went unchecked and the area was not monitored until the tool was found.",Refinery B,Maintenance,Night,2026-05-25,True,synthetic
123,"During the day shift at Refinery B, a contractor was checking the vent system on the eastern flue stack when a small gas leak was detected by the handheld detector. The contractor immediately shut off the valve, but the burst pipe had already released a cloud of flammable gas that drifted into the adjacent storage area. Thankfully, no ignition source was present and the leak was contained before it could ignite, but the incident highlighted a missing safety barrier around the vent line.",Refinery B,Maintenance,Day,2026-03-31,True,synthetic
124,"During the day shift at Terminal C, a company employee entered a storage silo without wearing the required harness. The safety cage that should have been attached to the rigging was missing, so the employee slipped and almost fell onto the bulk material. He stopped the operation immediately, and the incident was reported to the safety officer.",Terminal C,Confined Space Entry,Day,2026-06-18,False,synthetic
125,"During the day shift on Rig 4, a company employee slipped off a ladder while moving a drill string to the rig floor. He lost footing on the rung and dropped onto the steel pipe supports below, scraping his shin but no serious injury. The fall happened because the ladder guard rail was not properly installed at the time.",Rig 4,Housekeeping,Day,2026-04-19,False,synthetic
126,"Night shift at Storage Site E, a company employee was walking near the unloading bay when she failed to wear the required safety harness. The ladder she was climbing was unsecured and the guardrail was missing. She slipped slightly but caught herself, and the ladder snapped, dropping a tool that narrowly missed a fellow worker. The incident was logged as a near‑miss and the missing guardrail was immediately fixed.",Storage Site E,Confined Space Entry,Night,2026-03-07,False,synthetic
127,"During the day shift on Rig 4, a contractor was using the hydraulic lift to reposition a drill string when the lift’s emergency stop lever failed to engage. The hydraulic pump continued to operate, and the lift began to move upward unexpectedly, narrowly missing a nearby support beam. The contractor stopped immediately and reported the incident to the shift supervisor.",Rig 4,Drilling Operations,Day,2026-07-26,True,synthetic
128,"During the night shift at Pipeline Yard D, a contractor was working on a section of the 40‑barline. While tightening the lockout tag on the isolation valve, the contractor noticed the lockout pin had not fully seated and the valve still had pressure behind it. The contractor immediately backed up and reported the failure, but the valve’s safety valve had already been partially released, sending a burst of hot steam toward the work zone. The incident was contained before any injury, but the missing lockout barrier highlighted a serious procedural lapse.",Pipeline Yard D,Maintenance,Night,2026-03-20,True,synthetic
129,"While working the day shift on Rig 4, a contractor slipped on a wet patch near the valve pit because the spill was not contained. The contractor stumbled, nearly falling onto the exposed pipe but managed to catch himself on a nearby scaffold. No one was hurt, but the spill had exposed a trip hazard that could have caused a serious injury if the contractor had not reacted quickly.",Rig 4,Logistics,Day,2026-04-04,True,synthetic
130,"During the day shift on Rig 4, a company employee was seen walking through the high‑pressure pipe area without a hard hat or face shield. The worker was carrying a toolbox and didn’t notice the guard rail had been removed for maintenance. A bolt from the pipe brushed the worker’s neck, and the metal splintered, narrowly missing the head. The employee was shaken but not seriously injured, and the incident was logged as a PPE noncompliance near‑miss.",Rig 4,Lifting,Day,2026-04-30,False,synthetic
131,"During the day shift at Terminal C, a company employee was cleaning the fuel transfer line when a sudden hiss of gas was noticed. The worker stopped and saw a small flame licking the pipe, but the flame was contained by the fire suppression system and the employee was able to evacuate the area quickly. The incident highlighted that the gas leak alarm was delayed, but luckily the barrier prevented a larger fire.",Terminal C,Maintenance,Day,2026-04-26,False,synthetic
132,"During the night shift at Rig 4, a company employee began an entry into a vent shaft without the required air‑monitoring equipment on. While inside, the worker noticed a sudden drop in oxygen levels but didn’t have a backup alarm, so he quickly exited to avoid a potential asphyxiation risk. The incident highlighted that the portable oxygen sensor was left in the truck, and the team is reviewing the checklist to prevent a repeat.",Rig 4,Confined Space Entry,Night,2026-04-08,False,synthetic
133,"During the night shift on Rig 4, a company employee was working on the drilling rig when a hydraulic cylinder seized and jammed the drill head. The employee had to manually force the cylinder to release, but the hydraulic hose burst as the pressure finally released, spraying high‑pressure fluid across the platform. No one was injured, but the sudden hose failure exposed workers to a splash of hot oil and the risk of a fire.",Rig 4,Lifting,Night,2026-03-30,False,synthetic
134,"Night shift at Drilling Unit F, a contractor was walking through the rig floor without his hard hat and safety vest. He nearly ran into the support beam of the drill rig because the safety barrier was missing, and his unprotected head would have hit the overhead pipe if he had not stopped in time. The incident was reported after the contractor realized he had violated the PPE requirements and the crew had to stop work until a replacement hat and vest were found.",Drilling Unit F,Logistics,Night,2026-04-27,True,synthetic
135,"During the night shift at Rig 4, a contractor was operating the drilling rig’s feed‑water pump. While adjusting the pressure valve, the safety guard on the motor housing was found removed for maintenance, and the contractor’s hand slipped onto the rotating shaft. Fortunately, the emergency stop was triggered before contact occurred, but the incident highlights the missing barrier that could have caused serious injury.",Rig 4,Drilling Operations,Night,2026-03-06,True,synthetic
136,"Late night in Maintenance Shop H, a company employee was turning off the hydraulic press when a latch failed to lock and the arm swung free, nearly striking the worker’s wrist. The employee grabbed the arm just in time and was able to stop the motion before any injury occurred. The latch needs to be inspected and replaced.",Maintenance Shop H,Lifting,Night,2026-07-19,False,synthetic
137,"During the day shift at Drilling Unit F, a company employee entered a venting shaft that had no temporary gas detection equipment in place. As he was lowering the harness, the ladder he was using slipped on the slick concrete, and he almost fell into the confined space. Luckily, the fall was avoided by a teammate who grabbed his forearm just in time. The incident highlighted the missing safety barrier that should have prevented ladder movement in that area.",Drilling Unit F,Maintenance,Day,2026-05-03,False,synthetic
138,"During the day shift at Storage Site E, a contractor was operating a pallet jack to move a bulk container. While accelerating forward, the jack’s rear wheel struck the edge of a storage bin and spun off, causing the container to topple and roll onto the ground. The contractor narrowly avoided injury as the container landed on a soft soil patch, but the incident highlighted the lack of a proper guardrail around the bin area.",Storage Site E,Maintenance,Day,2026-08-24,True,synthetic
139,"At Rig 4, during the day shift, a company employee was walking around the drill floor without wearing a hard hat or safety vest, despite the hard‑hat zone signs. The employee was nearly struck by a falling drill pipe that slipped from a nearby rigging rig. No one was injured, but the incident highlighted a clear PPE noncompliance that could have caused serious injury.",Rig 4,Logistics,Day,2026-04-08,False,synthetic
140,"At Refinery B, on the night shift, a contractor was entering the 8‑foot tall venting stack through the access hatch. He had forgotten to secure the temporary entry seal, so as he lowered the harness the seal slipped and he slipped on the slick metal surface. He fell about 3 feet but was pulled up by a guard. The incident highlighted a missing safety barrier and the risk of a confined space entry failure.",Refinery B,Maintenance,Night,2026-04-15,True,synthetic
141,"At Loading Bay G on the day shift a company employee was unloading a tanker when a small fire sparked in the rigging gear. The employee noticed a gas odor and immediately shut off the valve, but the fire suppression barrier was missing, so the flame spread to the adjacent pallet of flammable drums. He managed to use the portable extinguisher before the flames grew, but the barrier failure meant the fire could have spread farther. The incident was reported to the supervisor and the barrier was installed immediately.",Loading Bay G,Hot Work,Day,2026-06-19,False,synthetic
142,"During the night shift at Pipeline Yard D, a contractor was entering a drainage pit that had no safety barrier in place. He slipped on a slick spot inside the pit and nearly fell in; fortunately he caught himself on a nearby pipe, but the incident highlighted that the pit entry was not properly secured and the confined space entry protocol was not followed.",Pipeline Yard D,Maintenance,Night,2026-07-26,True,synthetic
143,"During the day shift at Terminal C, a company employee climbed into a storage tank to perform routine inspection. The entry hatch seal had been left loose, and when the employee opened the hatch, a small pocket of low-oxygen air was released, causing him to feel light‑headed. He quickly backed out, and the safety team checked the hatch before allowing anyone else to enter.",Terminal C,Maintenance,Day,2026-08-20,False,synthetic
144,"In Maintenance Shop H during the night shift, a company employee was working on a hydraulic press when the guard door failed to latch properly. The employee stepped back just in time, but the press moved unexpectedly, sending a metal arm into the workspace. Luckily, no one was hit, but the incident shows the guard was missing a lock.",Maintenance Shop H,Maintenance,Night,2026-03-12,False,synthetic
145,"During the day shift at Rig 4, a contractor was climbing the ladder to access the top of the rig tower when he slipped on a wet rung. He was able to grab the nearby handhold and avoided falling. The incident was logged as a near-miss, and the ladder was inspected for missing guardrails before work resumed.",Rig 4,Maintenance,Day,2026-05-21,True,synthetic
146,"On Rig 4 during the day shift a company employee was inspecting the hydraulic pump when the guardrail on the motor mount fell off, exposing the moving shaft. The employee was only a few feet away but didn't hit the shaft because the automatic shut‑off engaged just in time. The guardrail will need replacement before the next shift.",Rig 4,Drilling Operations,Day,2026-03-11,False,synthetic
147,"At Loading Bay G on the day shift, a company employee was walking toward the loading dock when a forklift driver didn’t see him and the forklift brushed the worker’s shoulder, sending him stumbling back into a stack of pallets. The employee was shaken, bruised, but not seriously injured. The incident was called out as a near‑miss, and the driver was reminded to keep an eye on the pedestrian zone.",Loading Bay G,Logistics,Day,2026-03-19,False,synthetic
148,"On Rig 4 during the night shift a contractor was tightening a valve when a small flame sparked from a loose pipe fitting. The fire was quickly doused by the contractor’s own fire extinguisher, but the incident highlighted a missing fire barrier that should have contained the spark. No one was hurt, and the crew shut the valve off and called for a safety inspection before continuing work.",Rig 4,Hot Work,Night,2026-07-11,True,synthetic
149,"Day shift at Refinery B, a company employee was going into the tank house for a routine inspection. The ladder had been propped up by a temporary bar, but it slid off when the worker moved, so the employee slipped and nearly fell into the tank. He stopped the entry, called for help, and the safety barrier was then put in place before anyone else entered.",Refinery B,Confined Space Entry,Day,2026-06-09,False,synthetic
150,"During the night shift at Storage Site E, a company employee slipped while descending the steel ladder beside the tank stack because the handhold had a cracked plate. He almost fell to the ground but caught himself on the metal rung, so no injury occurred. The ladder should have been inspected before use.",Storage Site E,Maintenance,Night,2026-06-12,False,synthetic
